部门,表中文名,表英文名,部门到前置机状态,异常原因说明,前置机到前置仓状态,异常原因说明,前置仓到贴源层状态,异常原因说明,,部门,表中文名,（前置仓）表英文名,部门到前置机对账状态,异常原因说明,前置仓数据量核对（数据表和对账表是否一致）【暂无更新、不具备采集条件、正常、异常、无法匹配】,异常原因说明,前置仓到贴源层调度状态,异常原因说明
省地方金融管理局,分支机构,rd_branch,正常,,正常,,异常,,,消防救援总队,呈请公众聚集场所投入使用、营业审批表,xfjd_aqjc_cqspb,正常,已经到前置机，未对账,未推送,,未推送,
省地方金融管理局,创新试点贷款业务情况信息,sh_innovate_pilot,正常,,正常,,正常,,,消防救援总队,撤销公众聚集场所投入使用、营业消防安全许可决定书,xfjd_aqjc_cxaqxkjds,正常,已经到前置机，未对账,未推送,,未推送,
省地方金融管理局,变更情况,rd_changes_situation,正常,,异常,前置仓数据量核对,未推送,,,消防救援总队,责令限期改正通知书,xfjd_aqjc_zlxqgztzs,正常,已经到前置机，未对账,正常,,正常,
省地方金融管理局,合作银行信息,rd_bank_information,正常,,正常,,正常,,,消防救援总队,产品检查信息表,xfjd_cp_cpjcxx,正常,已经到前置机，未对账,正常,,正常,
省地方金融管理局,合同业务数据信息,sh_business,正常,,正常,,正常,,,消防救援总队,消防产品认证检验信息表,xfjd_cp_cprzjyxx,正常,已经到前置机，未对账,异常,,未推送,
省地方金融管理局,合同变化管理,sh_contract_detail,正常,,正常,,正常,,,消防救援总队,消防产品监督检查记录信息表,xfjd_cp_jdjcjlxx,正常,已经到前置机，未对账,正常,,异常,
省地方金融管理局,合同还款情况信息,sh_contract_reimbursement,正常,,正常,,异常,,,消防救援总队,消防产品质量检验结果通知书表,xfjd_cp_jyjgtzs,正常,已经到前置机，未对账,正常,,异常,
省地方金融管理局,员工情况(包括董监高),rd_employee_status,正常,,正常,,正常,,,消防救援总队,消防产品认证检验机构表,xfjd_cp_rzjyjg,正常,已经到前置机，未对账,正常,,正常,
省地方金融管理局,员工情况(除董监高),jy_member,正常,,正常,,异常,,,消防救援总队,责令改正通知书表,xfjd_cp_zlgztzs,正常,已经到前置机，未对账,异常,,未推送,
省地方金融管理局,员工情况信息,sh_member,正常,,正常,,异常,,,消防救援总队,火灾信息登记,xfjd_flwsh_hzdjxx,正常,已经到前置机，未对账,正常,,正常,
省地方金融管理局,商品类业务数据,sh_commodity_business,正常,,正常,,正常,,,消防救援总队,隐患信息表,xfjd_jdjc_yhxx,正常,已经到前置机，未对账,正常,,正常,
省地方金融管理局,审批事项,sh_approve,正常,,正常,,正常,,,消防救援总队,技术服务机构信息表,xfjd_xyxx_jgxx,正常,已经到前置机，未对账,异常,,未推送,
省地方金融管理局,审批管理,rd_approval_manage,正常,,正常,,正常,,,消防救援总队,技术服务机构信用信息表,xfjd_xyxx_jgxy,正常,已经到前置机，未对账,异常,,未推送,
省地方金融管理局,审批类型,jy_approve,正常,,异常,前置仓数据量核对,未推送,,,消防救援总队,失信处罚,dishonesty_penalty,正常,已经到前置机，未对账,异常,,未推送,
省地方金融管理局,客户保证金账户,rd_margin_account,正常,,正常,,正常,,,消防救援总队,行政处罚强制执行决定书表,xfjd_flwsq_xzcfqzzxjds,正常,已经到前置机，未对账,正常,,正常,
省地方金融管理局,客户结算资金,jy_settlement_fund,正常,,正常,,正常,,,消防救援总队,撤销案件决定书,xfjd_flwsx_cxajjds,正常,已经到前置机，未对账,异常,,未推送,
省地方金融管理局,年初财务数据,rd_year_first,正常,,异常,前置仓数据量核对,未推送,,,消防救援总队,行政处罚立案登记表(行政处罚快速办理),xfjd_flwsx_ladjb,正常,已经到前置机，未对账,正常,,正常,
省地方金融管理局,征信情况信息,sh_credit,正常,,正常,,正常,,,消防救援总队,行政处罚立案审批表(行政处罚一般程序),xfjd_flwsx_laspb,正常,已经到前置机，未对账,正常,,正常,
省地方金融管理局,接入国家金融信用信息基础数据库情况,rd_information_database,正常,,异常,前置仓数据量核对,未推送,,,消防救援总队,行政处罚决定书表,xfjd_flwsx_xzcfjds,正常,已经到前置机，未对账,正常,,正常,
省地方金融管理局,月度财务数据,rd_month_first,正常,,正常,,正常,,,消防救援总队,举报投诉信息表,xfjd_gg2_jbts,正常,已经到前置机，未对账,异常,,未推送,
省地方金融管理局,月统计数据,jy_business_statistics,正常,,正常,,正常,,,消防救援总队,严重失信信息表,xfjd_gg_xfaqyzsxxx,正常,已经到前置机，未对账,异常,,未推送,
省地方金融管理局,机构会员信息,sh_organization_member,正常,,正常,,正常,,,消防救援总队,消防行政处罚表,xfjd_gg_xfxzcf,正常,已经到前置机，未对账,正常,,正常,
省地方金融管理局,机构信息,jy_organ_information,正常,,正常,,异常,,,消防救援总队,消防行政强制（信用公开）,xfjd_gg_xfxzqz,正常,已经到前置机，未对账,异常,,未推送,
省地方金融管理局,机构信息,rd_organ_information,正常,,正常,,异常,,,消防救援总队,消防行政许可,xfjd_gg2_xfxzxk,正常,已经到前置机，未对账,异常,,未推送,
省地方金融管理局,机构信息,sh_organ_information,正常,,正常,,异常,,,消防救援总队,行政强制临时查封决定书表,xfjd_flwsxq_lscfjds,正常,已经到前置机，未对账,正常,,正常,
省地方金融管理局,机构客户信息,rd_institutional_customer,正常,,正常,,正常,,,消防救援总队,责令立即改正通知书,xfjd_flwsj_zlljgz,正常,已经到前置机，未对账,正常,,正常,
省地方金融管理局,机构客户信息,sh_institutions_customer,正常,,正常,,正常,,,消防救援总队,公众聚集场所投入使用、营业前消防安全检查意见书,xfjd_flwsa_aqjcy,正常,已经到前置机，未对账,正常,,正常,
省地方金融管理局,机构投资者信息,sh_institutional_investor,正常,,正常,,正常,,,消防救援总队,社会单位基本信息,xfjd_shdw_jbxx,正常,已经到前置机，未对账,正常,,正常,
省地方金融管理局,权益类业务数据,sh_equity_business,正常,,正常,,正常,,,消防救援总队,消防安全检查申报表,xfjd_aqjc_aqjcsb,正常,已经到前置机，未对账,未推送,,未推送,
省地方金融管理局,监管评级,rd_manage_level,正常,,异常,前置仓数据量核对,未推送,,,消防救援总队,消防违法行为举报、投诉查处情况记录表,xfjd_cp_wfxwjbtsccqkjl,正常,已经到前置机，未对账,异常,,未推送,
省地方金融管理局,监管预警,rd_riskinfo,正常,,正常,,正常,,,消防救援总队,执法单位表,xfjd_sys_zfdw,正常,已经到前置机，未对账,正常,,异常,
省地方金融管理局,监管预警(风险预警),jy_risk_info,正常,,异常,前置仓数据量核对,未推送,,,消防救援总队,执法人员,xfjd_sys_zfry,正常,已经到前置机，未对账,异常,,未推送,
省地方金融管理局,税收优惠及奖励补贴信息,sh_policy,正常,,正常,,正常,,,应急管理厅,危险化学品标准化申请技术专家（危险化学品）,stdexpert,正常,已经到前置机，未对账,正常,,正常,
省地方金融管理局,第三方信用评级情况,rd_credit_rating,正常,,异常,前置仓数据量核对,未推送,,,应急管理厅,工矿商贸铝加工企业基础信息,tb_deep_well_companyinfo,正常,已经到前置机，未对账,异常,,未推送,
省地方金融管理局,统计数据,rd_business_statistics,正常,,正常,,正常,,,应急管理厅,安全生产责任保险高危企业表,company_base,正常,已经到前置机，未对账,正常,,正常,
省地方金融管理局,股东信息,jy_partner,正常,,正常,,异常,,,应急管理厅,危险化学品安全风险监管人员,jg_jgry,正常,已经到前置机，未对账,正常,,正常,
省地方金融管理局,股东信息,rd_shareholder_information,正常,,正常,,正常,,,应急管理厅,四川省应急管理救援专家库（危险化学品）,scasst_expert_base,正常,已经到前置机，未对账,正常,,正常,
省地方金融管理局,股东信息,sh_partner,正常,,正常,,异常,,,应急管理厅,互联网+执法系统_行政处罚信息（简易程序）,ods_hlwzf_summary_case_information_new,正常,已经到前置机，未对账,正常,,正常,
省地方金融管理局,融资担保业务,rd_guarantee_business,正常,,正常,,正常,,,应急管理厅,安全培训考试黑名单,blackbill,正常,已经到前置机，未对账,异常,,未推送,
省地方金融管理局,行业评级情况,sh_industry,正常,,正常,,正常,,,应急管理厅,危化：两重大一重点人员信息,ods_sc_whjg_lzdyzdry,正常,已经到前置机，未对账,正常,,正常,
省地方金融管理局,解除担保责任,rd_guarantee_liability,正常,,正常,,正常,,,应急管理厅,安全培训考试个人信息,safetyworker,正常,已经到前置机，未对账,正常,,正常,
省地方金融管理局,财务数据,jy_financial_data,正常,,正常,,正常,,,应急管理厅,烟花爆竹：人员信息,eps_list_persion_info,正常,已经到前置机，未对账,正常,,正常,
省地方金融管理局,质押情况信息,sh_pledge,正常,,正常,,正常,,,应急管理厅,互联网+执法系统_执法人员信息,ods_hlwzf_information_about_law_enforcement_inspectors_new,正常,已经到前置机，未对账,正常,,正常,
省地方金融管理局,资产占比,rd_month_count,正常,,正常,,正常,,,应急管理厅,应急救援专家信息,std_biz_zj,正常,已经到前置机，未对账,正常,,异常,
省地方金融管理局,资本金托管信息,rd_custody_information,正常,,正常,,异常,,,应急管理厅,非煤矿山企业基本信息,std_fmks_jbxx,正常,已经到前置机，未对账,正常,,正常,
省地方金融管理局,资本金托管情况,sh_capital_custody,正常,,正常,,异常,,,应急管理厅,危化：安全与职业健康管理人员,ods_sc_whjg_aqyzyjk,正常,已经到前置机，未对账,正常,,正常,
省地方金融管理局,重大事项报备,jy_important_report,正常,,异常,前置仓数据量核对,未推送,,,应急管理厅,特种人员取证情况表,tzry_qzqk,正常,已经到前置机，未对账,异常,,未推送,
省地方金融管理局,重大事项报审,rd_major_issues,正常,,正常,,正常,,,应急管理厅,工矿商贸钢铁企业基础信息,tb_iron_companyinfo,正常,已经到前置机，未对账,正常,,正常,
省地方金融管理局,金融资产类业务数据,sh_financial_business,正常,,正常,,正常,,,应急管理厅,安全生产清单制数据对接_企业证照类型,sync_ent_licenses_type,正常,已经到前置机，未对账,正常,,正常,
省地方金融管理局,非融资担保业务,rd_nonguarantee_business,正常,,正常,,正常,,,应急管理厅,非煤矿山：外包工程队伍信息集合,ods_sc_fmks_team,正常,已经到前置机，未对账,正常,,正常,
省地方金融管理局,风险预警表,sh_riskinfo,正常,,正常,,正常,,,应急管理厅,安全生产清单制人员摸底排查表,hot_people_chceck,正常,已经到前置机，未对账,正常,,正常,
省地方金融管理局,高管信息(包含法人、董监高),jy_top_manager_info,正常,,正常,,异常,,,应急管理厅,救援队伍:队员信息,ods_yjjydw_dwxx_ry,正常,已经到前置机，未对账,正常,,正常,
省地方金融管理局,高管信息(包含法人、董监高),rd_executive_information,正常,,正常,,异常,,,应急管理厅,互联网+执法系统_工贸专项_生产经营单位基本信息,ods_hlwzf_gm_basic_information_of_enterprise_legal_person,正常,已经到前置机，未对账,正常,,正常,
省地震局,四川省地震监测站点基本信息,md_y_tmm_jcsj_md_sta_info_tbl_d_i,正常,已经到前置机，未对账,未推送,,未推送,,,应急管理厅,危险化学品重大危险源企业,yjxt_company,正常,已经到前置机，未对账,正常,,正常,
省地震局,四川省地震监测站点基本信息,md_y_tmm_jcsj_md_sta_info_tbl_d_i_01,正常,,正常,,正常,,,应急管理厅,烟花爆竹：企业基础信息表,eps_list_basic_information,正常,已经到前置机，未对账,正常,,正常,
省地震局,四川省地震监测站点基本信息,md_y_tmm_jcsj_md_sta_info_tbl_d_i_02,正常,,正常,,正常,,,应急管理厅,救援队伍基本信息,ods_yjjydw_dwxx,正常,已经到前置机，未对账,正常,,正常,
省地震局,四川省地震监测站点基本信息,md_y_tmm_jcsj_md_sta_info_tbl_d_i_03,正常,已经到前置机，未对账,未推送,,未推送,,,应急管理厅,互联网+执法系统_行政处罚信息（一般程序）,ods_hlwzf_general_cases_information_new,正常,已经到前置机，未对账,正常,,正常,
省地震局,四川省地震监测站点基本信息,md_y_tmm_jcsj_md_sta_info_tbl_d_i_04,正常,,正常,,正常,,,应急管理厅,危化企业基本信息,std_qy_wh,正常,已经到前置机，未对账,正常,,正常,
省地震局,四川省地震监测站点基本信息,md_y_tmm_jcsj_md_sta_info_tbl_d_i_05,正常,已经到前置机，未对账,未推送,,未推送,,,应急管理厅,安全生产清单制企业安全管理人员,ent_post_person,正常,已经到前置机，未对账,正常,,正常,
省地震局,重大工程抗震设防要求审定行政许可信息表,major_eng_forti_permt,正常,已经到前置机，未对账,未推送,,未推送,,,应急管理厅,互联网+执法系统_个体工商户基本信息,ods_hlwzf_individual_commercial_information,正常,已经到前置机，未对账,正常,,正常,
省委编办,事业单位登记信息,sbb_sbjsydwdjxx,正常,,正常,,正常,,,应急管理厅,互联网+执法系统_行政处罚信息（一般程序）,ods_hlwzf_basic_information_of_enterprise_legal_person_new,正常,已经到前置机，未对账,正常,,正常,
省委编办,机关单位基本信息,sbb_jgtyxydmfmxx,正常,,正常,,正常,,,应急管理厅,矿山企业员工包保责任制表,me_guarantee_liability,正常,已经到前置机，未对账,正常,,正常,
省市场监管局,严重违法失信企业名单,t307020250423000008,正常,,正常,,正常,,,应急管理厅,危化：特种设备作业人员,ods_sc_whjg_tzsbzyry,正常,已经到前置机，未对账,正常,,正常,
省市场监管局,严重违法失信企业详细信息,t307020250423000007,正常,,正常,,正常,,,应急管理厅,非煤矿山员工表,me_base_employee,正常,已经到前置机，未对账,正常,,正常,
省市场监管局,严重违法失信名单（自然人）详细信息,t307020250423000004,异常,对账表数据与表数据不一致,异常,前置仓数据量核对,未推送,,,应急管理厅,危化：特种作业人员信息,ods_sc_whjg_tzzyry,正常,已经到前置机，未对账,正常,,正常,
省市场监管局,个体变更信息,t307020250423000005,异常,对账表数据与表数据不一致,正常,,正常,,,应急管理厅,政务管理证书信息市局,basepassinfocity,正常,已经到前置机，未对账,正常,,正常,
省市场监管局,个体工商户基本信息,t307020250423000020,正常,,正常,,正常,,,应急管理厅,危化：企业应急救援人员,ods_sc_whjg_qyjg,正常,已经到前置机，未对账,正常,,正常,
省市场监管局,个体许可信息,t307020250423000019,正常,,正常,,异常,,,应急管理厅,互联网+执法系统_执法检查人员信息,ods_hlwzf_information_about_law_enforcement_inspectors,正常,已经到前置机，未对账,正常,,正常,
省市场监管局,企业名称信息,t307020250423000018,正常,已经到前置机，未对账,正常,,正常,,,应急管理厅,互联网+执法系统_检查行为信息,ods_hlwzf_check_action_information_new,正常,已经到前置机，未对账,正常,,正常,
省市场监管局,企业基本信息,t307020250506000009,正常,,正常,,异常,,,应急管理厅,危险化学品安全风险监管诚信档案,cxdaxx,正常,已经到前置机，未对账,正常,,正常,
省市场监管局,企业异常名录信息,t307020250423000017,正常,,正常,,异常,,,应急管理厅,煤矿矿长信息表,mine_manager,正常,已经到前置机，未对账,正常,,正常,
省市场监管局,信用承诺信息,t307020250512000003,正常,存量表，不再更新,未推送,,未推送,,,应急管理厅,政务管理证书信息,basepassinfo,正常,已经到前置机，未对账,正常,,正常,
省市场监管局,充装许可证_证照信息,t307020250423000021,正常,,正常,,异常,,,应急管理厅,安全生产清单制企业详细(由企业完善),ent_enterprise_detail,正常,已经到前置机，未对账,正常,,正常,
省市场监管局,吊销信息,t307020250506000010,正常,,正常,,异常,,,应急管理厅,工贸行业粉尘涉爆企业基础信息,tb_dust_companyinfo,正常,已经到前置机，未对账,正常,,正常,
省市场监管局,外商信息变更,t307020250506000005,异常,对账表数据与表数据不一致,正常,,正常,,,应急管理厅,互联网+执法系统_生产经营单位基本信息,ods_hlwzf_gm_basic_information_of_enterprise_legal_person,正常,已经到前置机，未对账,正常,,正常,
省市场监管局,外商基本信息,t307020250506000006,正常,,正常,,异常,,,政务服务和资源交易服务中心,人员基本信息,v_yth_ryjbxx,正常,已经到前置机，未对账,正常,,异常,
省市场监管局,外国（地区）企业基本信息,t307020250506000007,正常,,正常,,正常,,,政务服务和资源交易服务中心,招标人基础信息,tendereebasicinfo,正常,已经到前置机，未对账,正常,,异常,
省市场监管局,外资补充信息,t307020250506000004,正常,,正常,,异常,,,政务服务和资源交易服务中心,投标单位表,ex_toubiaodanwei,正常,已经到前置机，未对账,未推送,,未推送,
省市场监管局,小微企业名录变更信息,t307020250423000012,正常,已经到前置机，未对账,未推送,,未推送,,,政务服务和资源交易服务中心,探矿权招拍挂出让结果公示信息,ex_mining_auc_trans_res_ann,正常,已经到前置机，未对账,正常,,异常,
省市场监管局,小微企业名录基本信息,t307020250512000004,正常,存量表，不再更新,未推送,,未推送,,,政务服务和资源交易服务中心,采矿权招拍挂出让结果公示信息,ex_mining_auc_trans_res_ann,正常,已经到前置机，未对账,正常,,异常,
省市场监管局,小微企业名录基本信息2018,t307020250423000011,正常,,正常,,正常,,,政务服务和资源交易服务中心,工程项目数据表,ex_project,正常,已经到前置机，未对账,未推送,,未推送,
省市场监管局,市场监管_行政处罚决定书信息_2019,t307020250512000009,正常,,正常,,正常,,,政务服务和资源交易服务中心,住建代理企业基本信息表,qy_jbxx,正常,已经到前置机，未对账,正常,,异常,
省市场监管局,市场监管_行政处罚变更信息_2019,t307020250512000011,正常,,正常,,正常,,,政务服务和资源交易服务中心,项目信息表,cg_projectinfo,正常,已经到前置机，未对账,未推送,,未推送,
省市场监管局,市场监管_行政处罚基本信息_2019,t307020250512000010,正常,,异常,前置仓数据量核对,未推送,,,政务服务和资源交易服务中心,企业信息,ebidingbusinessinfo,正常,已经到前置机，未对账,正常,,异常,
省市场监管局,市场监管_行政许可基本信息_2019,t307020250512000008,正常,,正常,,异常,,,政务服务和资源交易服务中心,更正公告表,cg_gzgonggao,正常,已经到前置机，未对账,未推送,,未推送,
省市场监管局,当事人信息,t307020250506000003,正常,已经到前置机，未对账,正常,,正常,,,政务服务和资源交易服务中心,招标代理机构基础信息,tendereeproxybasicinfo,正常,已经到前置机，未对账,正常,,异常,
省市场监管局,执法人员库,t307020250423000002,正常,,异常,前置仓数据量核对,未推送,,,政务服务和资源交易服务中心,合同公示表,cg_hetonggongshi,正常,已经到前置机，未对账,正常,,异常,
省市场监管局,执法人员资格,t307020250423000003,异常,对账表数据与表数据不一致,正常,,正常,,,政务服务和资源交易服务中心,成交公告信息,ex_deal_behavior_info,正常,已经到前置机，未对账,正常,,异常,
省市场监管局,报关人员信息,t307020250512000002,正常,,正常,,正常,,,政务服务和资源交易服务中心,成交宗地信息,ex_explor_auc_trans_res_ann,正常,已经到前置机，未对账,正常,,异常,
省市场监管局,最终实际控制人,t307020250506000001,正常,,正常,,正常,,,政务服务和资源交易服务中心,701交易结果信息,ex_trade_result_info,正常,已经到前置机，未对账,正常,,异常,
省市场监管局,清算基本信息,t307020250423000015,正常,存量表，不再更新,未推送,,未推送,,,政务服务和资源交易服务中心,招标文件备案表,cg_zhaobiaofilebeian,正常,已经到前置机，未对账,正常,,异常,
省市场监管局,清算成员信息,t307020250423000016,正常,存量表，不再更新,未推送,,未推送,,,政务服务和资源交易服务中心,中标候选人公示,candidateacceptancebasicinfo、cg_candidatepub,正常,已经到前置机，未对账,正常,,异常,
省市场监管局,清算组成员信息（自然人）,t307020250506000002,正常,已经到前置机，未对账,正常,,正常,,,政务服务和资源交易服务中心,中标候选人公示,candidateacceptancebasicinfo、cg_candidatepub,正常,已经到前置机，未对账,正常,,异常,
省市场监管局,清算组成员信息（非自然人）,t307020250506000008,正常,,正常,,异常,,,政务服务和资源交易服务中心,中标公示表,cg_zhongbiaogs,正常,已经到前置机，未对账,正常,,正常,
省市场监管局,生产单位许可证_证照信息,t307020250423000014,异常,对账表数据与表数据不一致,异常,前置仓数据量核对,未推送,,,政务服务和资源交易服务中心,采购项目,ex_purchase_project,正常,已经到前置机，未对账,正常,,异常,
省市场监管局,生产许可证_证照信息,t307020250423000013,正常,,正常,前置仓数据量和台账数据量不一致,异常,前置仓数据量和台账数据量不一致,,政务服务和资源交易服务中心,人员证书信息,ry_ryzsxx,正常,已经到前置机，未对账,正常,,异常,
省市场监管局,自然人出资信息,t307020251027000001,正常,,异常,,未推送,,,政务服务和资源交易服务中心,电子招标业务信息,ex_deal_land_info,正常,已经到前置机，未对账,未推送,,未推送,
省市场监管局,虚假登记责任人信息,t307020250423000009,正常,,正常,,正常,,,政务服务和资源交易服务中心,中标结果表,cg_zhongbiaojieguo,正常,已经到前置机，未对账,正常,,正常,
省市场监管局,行政处罚,t307020250512000007,正常,已经到前置机，未对账,未推送,,未推送,,,政务服务和资源交易服务中心,753交易结果信息,ex_stock_trade_result_info,正常,已经到前置机，未对账,正常,,异常,
省市场监管局,行政处罚信用修复信息,t307020250423000010,正常,,正常,,异常,,,政务服务和资源交易服务中心,企业加密信息表,enterpriseinfo、bidinviteenterpriseinfo,正常,已经到前置机，未对账,正常,,异常,
省市场监管局,许可信息,t307020250512000006,正常,存量表，不再更新,未推送,,未推送,,,政务服务和资源交易服务中心,企业加密信息表,enterpriseinfo、bidinviteenterpriseinfo,正常,已经到前置机，未对账,正常,,异常,
省市场监管局,证照分离许可事项,t307020250423000006,正常,,正常,,正常,,,政务服务和资源交易服务中心,中标候选企业表,candidateacceptanceenterpriseinfo,正常,已经到前置机，未对账,正常,,异常,
省市场监管局,集团基本信息,t307020250512000005,正常,存量表，不再更新,未推送,,未推送,,,政务服务和资源交易服务中心,投标单位表,cg_toubiaodanwei,正常,已经到前置机，未对账,正常,,正常,
省市场监管局,集团成员信息,t307020250512000001,正常,存量表，不再更新,未推送,,未推送,,,政务服务和资源交易服务中心,工程中标结果公告,ex_win_result_anno,正常,已经到前置机，未对账,异常,,未推送,
省市场监管局,集团成员公示信息,t307020250512000012,正常,已经到前置机，未对账,未推送,,未推送,,,政务服务和资源交易服务中心,招标公告信息表,cg_zhaobiaogginfo,正常,已经到前置机，未对账,未推送,,未推送,
省广电局,IPTV数字电视,t_ip_tv_user,正常,,正常,,正常,,,政务服务和资源交易服务中心,中标(成交)结果公告,ex_bid_deal_announce,正常,已经到前置机，未对账,正常,,异常,
省广电局,地面数字电视用户,t_client_user,正常,,正常,,正常,,,政务服务和资源交易服务中心,中标候选人公示,ex_tender_candidate_anno、ex_tender_candidate_anno_cl,正常,已经到前置机，未对账,正常,,正常,
省广电局,地面数字电视设备,t_digit_tv_user,正常,,正常,,正常,,,政务服务和资源交易服务中心,中标候选人公示,ex_tender_candidate_anno、ex_tender_candidate_anno_cl,正常,已经到前置机，未对账,正常,,异常,
省广电局,普惠有线电视用户,t_wired_tv_user,正常,,正常,,正常,,,政务服务和资源交易服务中心,其他交易结果公告信息,ex_other_trade_result_info,正常,已经到前置机，未对账,正常,,异常,
省广电局,直播卫星电视用户,t_client_user_stellite,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,项目信息,saj_hsip_project,正常,已经到前置机，未对账,正常,,异常,
省广电局,直播卫星电视设备,t_satellite_user,正常,,正常,,异常,,,住房城乡建设厅,租赁合同内容信息,saj_hsip_rent_cont_content,正常,已经到前置机，未对账,正常,,异常,
省文物局,人员信息表,eperson,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,企业证书信息,qy_qyzsxx,正常,已经到前置机，未对账,正常,,异常,
省文物局,人员工作经历信息表,eperson_work,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,租赁合同,saj_hsip_rent_contract,正常,已经到前置机，未对账,正常,,异常,
省文物局,人员教育经历信息表,eperson_edu,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,保障配后/家庭成员,saj_hsip_matching_personnel,正常,已经到前置机，未对账,正常,,异常,
省文物局,单位信息表,company_info,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,四川省建设工程质量监督备案证,gg_zz_surfacedata_zljdba,正常,已经到前置机，未对账,正常,,正常,
省文物局,博物馆表,museum,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,保障家庭对象清单,saj_hsip_gua_family,正常,已经到前置机，未对账,异常,,未推送,
省文物局,变更-备案申请审核意见表,alter_register_auth_idea,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,震后房屋应急评估专家组,bis_expert_group,正常,已经到前置机，未对账,正常,,异常,
省文物局,变更-备案申请表信息表,alter_register,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,行政处罚公示信息,txzcf_pub,正常,已经到前置机，未对账,正常,,正常,
省文物局,四川省可移动文物修复资质单位,wdc_relic_institution_fix,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,建设各方责任主体信息,gc_jszrztxx,正常,已经到前置机，未对账,正常,,正常,
省文物局,四川省文物商店,wdc_relic_institution_store,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,保障配租合同单位信息副本表,saj_hsip_publicity_unit,正常,已经到前置机，未对账,未推送,,未推送,
省文物局,四川省文物拍卖企业,wdc_relic_institution_auction,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,质量监督备案(市政),gc_szzljdba,正常,已经到前置机，未对账,异常,,未推送,
省文物局,四川项目管理,swwj_scxmgl_scprojectmanagelist,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,中标结果信息,xm_zbjgxx,正常,已经到前置机，未对账,正常,,正常,
省文物局,备案申请表信息表,register,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,入川企业登记证信息,qy_qyrcdjxx,正常,已经到前置机，未对账,正常,,异常,
省文物局,文物保护工程资质单位,wdc_relic_institution_protect,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,质量监督人员证书归档表,cf_zljd_cert,正常,已经到前置机，未对账,正常,,正常,
省文物局,文物成果-标准,wdc_relics_achievements_standard,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,保障对象家庭实施,saj_hsip_gua_family_implement,正常,已经到前置机，未对账,异常,,未推送,
省文物局,红色标语,by_jbxxb,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,单位信息,saj_hsip_unit,正常,已经到前置机，未对账,正常,,异常,
省文物局,行业专家推荐数据,wdc_expert_info,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,产权备案起重设备表,cf_equip_sb,正常,已经到前置机，未对账,未推送,,未推送,
省机关事务管理局,产权信息,f_property_right_info,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,补贴发放,saj_hsip_subsidy_grant,正常,已经到前置机，未对账,正常,,异常,
省机关事务管理局,荣誉信息管理,fbzx_gr_honor,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,保障配租合同单位信息副本表,saj_hsip_rent_cont_unit,正常,已经到前置机，未对账,正常,,异常,
省机关事务管理局,车辆基本信息表,yxx_mj_carinfo,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,物业服务企业信用行为表,dbwy_cf_cp_action,正常,已经到前置机，未对账,正常,,异常,
省机关事务管理局,车辆报废管理,carscrapmanage,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,二级造价业务申请表,cf_ejzjs_appinfo,正常,已经到前置机，未对账,未推送,,未推送,
省机关事务管理局,驾驶员信息,driver,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,公示信息,saj_hsip_publicity,正常,已经到前置机，未对账,异常,,未推送,
省残联,单位基础信息,ab01,正常,,异常,,未推送,,,住房城乡建设厅,配后房屋副本表,saj_hsip_after_match_house,正常,已经到前置机，未对账,异常,,未推送,
省残联,单位年审信息汇总表,az06,正常,,正常,,异常,,,住房城乡建设厅,补贴协议家庭成员表,saj_hsip_subsidy_members,正常,已经到前置机，未对账,正常,,异常,
省残联,残疾人基础信息表,sccl_cjr_info_v0001,正常,,正常,,异常,,,住房城乡建设厅,专家基本信息归档表,p_zj_zjuserinfo,正常,已经到前置机，未对账,正常,,正常,
省残联,用人单位安置残疾人信息,ae07,异常,对账表数据与表数据不一致,正常,,异常,,,住房城乡建设厅,竣工备案信息(房建),xm_jgbaxx,正常,已经到前置机，未对账,正常,,异常,
省民族宗教委,人才库,mv_talent,正常,,正常,,正常,,,住房城乡建设厅,申报家庭房产信息,saj_hsip_apply_family_house,正常,已经到前置机，未对账,正常,,异常,
